date,transaction_number,acquiring_party,acquired_party,acquired_entities,title
2010-08-20,20100992,"Arrow Electronics, Inc.","LC Capital Offshore Fund, Ltd.",Shared Technologies Inc.,"20100992: Arrow Electronics, Inc.; LC Capital Offshore Fund, Ltd."
2010-09-03,20101041,Mr. Malvinder Mohan Singh,Northgate Capital LP,Northgate Capital LP,20101041: Mr. Malvinder Mohan Singh; Northgate Capital LP
2010-08-27,20100959,"OCM Principal Opportunities Fund IV, L.P.","Advance Food Company Holdings, Inc.","Advance Food Company, Inc.","20100959: OCM Principal Opportunities Fund IV, L.P.; Advance Food Company Holdings, Inc."
2010-08-20,20100989,"TCV VII, L.P.","DataDirect Networks, Inc.","DataDirect Networks, Inc.","20100989: TCV VII, L.P.; DataDirect Networks, Inc."
2010-09-03,20101039,"Thoma Bravo Fund IX, L.P.",Emerson Electric Co.,Crimson Acquisition Corp.,"20101039: Thoma Bravo Fund IX, L.P.; Emerson Electric Co."
2010-08-27,20100676,UAL Corporation,"Continental Airlines, Inc.","Continental Airlines, Inc.","20100676: UAL Corporation; Continental Airlines, Inc."
2010-08-20,20100974,UnitedHealth Group Incorporated,"ABRY Partners V, L.P.","EHR Intermediate Holdings, Inc.","20100974: UnitedHealth Group Incorporated; ABRY Partners V, L.P."
2010-09-08,20100991,Acergy S.A.,Subsea 7 Inc.,Subsea 7 Inc.,20100991: Acergy S.A.; Subsea 7 Inc.
2010-09-03,20101000,A.I. Global Investments Sarl,The Royal Bank of Scotland Group plc,"RBS WorldPay, Inc.",20101000: A.I. Global Investments Sarl; The Royal Bank of Scotland Group plc
2010-08-26,20101001,"AIF VII Euro Holdings, L.P.",Rio Tinto Limited,"AIN USA LLC; Alcan Aerospace SAS; Alcan Aluminium Valais SA; Alcan Automotive LLC; Alcan Centre de Recherches de Voreppe SAS; Alcan Decin Extrusions s.r.o, Decin V.; Alcan France Extrusions S.A.S.; Alcan Holdings Germany GmbH; Alcan International Network UK Limited; Alcan Rhenalu S.A.S.; Alcan Rolled Products - Ravenswood LLC; Alcan Slovensko Extrusions s.r.o; Engineered Products Finance SAS; Engineered Products Switzerland AG; Pechiney World Trade S.A.S.; Societe des Fonderies d'Ussel SAS","20101001: AIF VII Euro Holdings, L.P.; Rio Tinto Limited"
2010-08-19,20100996,"Community Health Systems, Inc.",Forum Health Holding Company,Forum Health Holding Company,"20100996: Community Health Systems, Inc.; Forum Health Holding Company"
2010-09-24,20101131,"Hellman & Friedman Capital Partners VI, L.P.","AMH Holdings II, Inc.","AMH Holdings II, Inc.","20101131: Hellman & Friedman Capital Partners VI, L.P.; AMH Holdings II, Inc."
2010-09-17,20101113,Bank of America Corporation,"Unite Private Networks, L.L.C.","Unite Private Networks, L.L.C.","20101113: Bank of America Corporation; Unite Private Networks, L.L.C."
2010-09-14,20101085,"General Atlantic Partners 88, L.P.","Excellere Capital Fund, L.P.","Urgent Care Holdings, Inc.","20101085: General Atlantic Partners 88, L.P.; Excellere Capital Fund, L.P."
2010-09-24,20101110,"The Veritas Capital Fund III, L.P.","PerkinElmer, Inc.","PerkinElmer Sensors, Inc.","20101110: The Veritas Capital Fund III, L.P.; PerkinElmer, Inc."
2010-09-17,20101106,"New Mountain Partners III, L.P.","Stroz Friedberg, Inc.","Stroz Friedberg, Inc.","20101106: New Mountain Partners III, L.P.; Stroz Friedberg, Inc."
2010-09-14,20101083,"Marlin Equity III, L.P.","Phoenix Technologies, Ltd.","Phoenix Technologies, Ltd.","20101083: Marlin Equity III, L.P.; Phoenix Technologies, Ltd."
2010-09-23,20101130,Targa Resources Partners LP,Targa Resources Investments Inc.,Targa Capital LLC,20101130: Targa Resources Partners LP; Targa Resources Investments Inc.
2010-09-17,20101027,Experian plc,"Mighty Net, Inc.","Mighty Net, Inc.","20101027: Experian plc; Mighty Net, Inc."
2010-09-14,20101073,"American Securities Partners V, L.P.","Advanced Drainage Systems, Inc.","Advanced Drainage Systems, Inc.","20101073: American Securities Partners V, L.P.; Advanced Drainage Systems, Inc."
2010-09-23,20101124,Taleo Corporation,James Barrett Riley,"Learn.com, Inc.",20101124: Taleo Corporation; James Barrett Riley
2010-09-15,20101084,"Cerberus Institutional Partners, L.P.","GeoEye, Inc.","GeoEye, Inc.","20101084: Cerberus Institutional Partners, L.P.; GeoEye, Inc."
2010-09-14,20101045,Windstream Corporation,Albert E. Cinelli,Q-Comm Corporation,20101045: Windstream Corporation; Albert E. Cinelli
2010-09-23,20101036,BHP Billiton Plc,Potash Corporation of Saskatchewan Inc.,Potash Corporation of Saskatchewan Inc.,20101036: BHP Billiton Plc; Potash Corporation of Saskatchewan Inc.
2010-09-14,20101103,Emdeon Inc.,"Chamberlin Edmonds Holdings, LLC","Chamberlin Edmonds & Associates, Inc.; Chamberlin Edmonds Holdings, Inc.","20101103: Emdeon Inc.; Chamberlin Edmonds Holdings, LLC"
2010-09-13,20101072,"SkyWest, Inc.","ExpressJet Holdings, Inc.","ExpressJet Holdings, Inc.","20101072: SkyWest, Inc.; ExpressJet Holdings, Inc."
2010-09-23,20101035,BHP Billiton Limited,Potash Corporation of Saskatchewan Inc.,Potash Corporation of Saskatchewan Inc.,20101035: BHP Billiton Limited; Potash Corporation of Saskatchewan Inc.
2010-09-14,20101099,"New Enterprise Associates 11, L.P.","Tableau Software, Inc.","Tableau Software, Inc.","20101099: New Enterprise Associates 11, L.P.; Tableau Software, Inc."
2010-09-13,20101016,"Medco Health Solutions, Inc.",United BioSource Corporation,United BioSource Corporation,"20101016: Medco Health Solutions, Inc.; United BioSource Corporation"
2010-09-23,20100928,"Coventry Health Care, Inc.",Sisters of Mercy Health System,"MHP, Inc.","20100928: Coventry Health Care, Inc.; Sisters of Mercy Health System"
2010-09-14,20101098,"Wellspring Capital Partners IV, L.P.","David J. Cohn, Settlor o/t David J. Cohn Revocable Trust",Forrest City Grocery Co.,"20101098: Wellspring Capital Partners IV, L.P.; David J. Cohn, Settlor o/t David J. Cohn Revocable Trust"
2010-09-10,20101091,3M Company,"Cogent, Inc.","Cogent, Inc.","20101091: 3M Company; Cogent, Inc."
2010-09-22,20101104,"HealthSpring, Inc.","Bravo Health, Inc.","Bravo Health, Inc.","20101104: HealthSpring, Inc.; Bravo Health, Inc."
2010-09-14,20101097,"Wellspring Capital Partners IV, L.P.",Allen J. Cohn,Forrest City Grocery Co.,"20101097: Wellspring Capital Partners IV, L.P.; Allen J. Cohn"
2010-09-10,20101088,Kenexa Corporation,Salary.com,Salary.com,20101088: Kenexa Corporation; Salary.com
2010-09-21,20101101,W. Galen Weston,Kent P. Dauten,"Keystone Bakery Holdings, LLC",20101101: W. Galen Weston; Kent P. Dauten
2010-09-14,20101096,PricewaterhouseCoopers LLP,"Diamond Management & Technology Consultants, Inc.","Diamond Management & Technology Consultants, Inc.","20101096: PricewaterhouseCoopers LLP; Diamond Management & Technology Consultants, Inc."
2010-09-10,20101082,3M Company,"Francisco Partners II (Cayman), L.P.",Attenti Holdings S.A.,"20101082: 3M Company; Francisco Partners II (Cayman), L.P."
2010-09-21,20101071,Finlav S.p.A.,"Green Mountain Coffee Roasters, Inc.","Green Mountain Coffee Roasters, Inc.","20101071: Finlav S.p.A.; Green Mountain Coffee Roasters, Inc."
2010-09-14,20101095,"Deep End Holdings, LLC","Leslie's Holdings, Inc.","Leslie's Holdings, Inc.","20101095: Deep End Holdings, LLC; Leslie's Holdings, Inc."
2010-09-10,20101026,Life Technologies Corporation,Ion Torrent Systems Incorporated,Ion Torrent Systems Incorporated,20101026: Life Technologies Corporation; Ion Torrent Systems Incorporated
2010-09-20,20101114,"Bain Capital Fund X, L.P.","Brockway Moran & Partners Fund II, L.P.","Air Medical Group Holdings, Inc.","20101114: Bain Capital Fund X, L.P.; Brockway Moran & Partners Fund II, L.P."
2010-09-14,20101094,"Arbor Investments II, L.P.","FFC Parent Holding Company, LLC","FFC Parent Holding Company, LLC","20101094: Arbor Investments II, L.P.; FFC Parent Holding Company, LLC"
2010-10-13,20101191,"NRG Energy, Inc.",Green Mountain Energy Company,Green Mountain Energy Company,"20101191: NRG Energy, Inc.; Green Mountain Energy Company"
2010-10-05,20101188,"Cortec Group Fund IV, L.P.","Renovare Capital Partners, LP","Franklin Energy Services, LLC","20101188: Cortec Group Fund IV, L.P.; Renovare Capital Partners, LP"
2010-10-01,20101137,Grupo Kuo S.A.B. de C.V.,TSG4 L.P.,Don Miguel Foods Corp.,20101137: Grupo Kuo S.A.B. de C.V.; TSG4 L.P.
2010-10-13,20101164,Li & Fung Limited,Integrated Distribution Services Group Limited,Integrated Distribution Services Group Limited,20101164: Li & Fung Limited; Integrated Distribution Services Group Limited
2010-10-05,20101174,Lindsay Goldberg III L.P.,Philip J. Edmundson,"William Gallagher Associates Insurance Brokers, Inc.",20101174: Lindsay Goldberg III L.P.; Philip J. Edmundson
2010-10-01,20101109,"CA, Inc.","Arcot Systems, Inc.","Arcot Systems, Inc.","20101109: CA, Inc.; Arcot Systems, Inc."
2010-10-13,20101142,"West Virginia United Health System, Inc.","Signature Hospital Holdings, LLC",St. Joseph's Healthcare System LP,"20101142: West Virginia United Health System, Inc.; Signature Hospital Holdings, LLC"
2010-10-04,20101186,Noble Group Limited,Sempra Energy,Sempra Energy Solutions LLC,20101186: Noble Group Limited; Sempra Energy
2010-09-28,20101154,Occidental Petroleum Corporation,ConocoPhillips,ConocoPhillips Company,20101154: Occidental Petroleum Corporation; ConocoPhillips
2010-10-13,20101141,"West Virginia United Health System, Inc.","Camden-Clark Health Services, Inc.","Camden-Clark Health Services, Inc.","20101141: West Virginia United Health System, Inc.; Camden-Clark Health Services, Inc."
2010-10-04,20101184,Noble Group Limited,The Royal Bank of Scotland Group plc,Sempra Energy Solutions LLC,20101184: Noble Group Limited; The Royal Bank of Scotland Group plc
2010-09-28,20101147,ConocoPhillips,Apache Corporation,ZPZ Delaware I LLC,20101147: ConocoPhillips; Apache Corporation
2010-10-12,20110003,"Hellman & Friedman Capital Partners VI, L.P.",Idealab,"Internet Brands, Inc.","20110003: Hellman & Friedman Capital Partners VI, L.P.; Idealab"
2010-10-04,20101177,Churchill Downs Incorporated,"SWG Holdings, LLC","SW Gaming, LLC","20101177: Churchill Downs Incorporated; SWG Holdings, LLC"
2010-09-28,20101112,General Electric Company,Colville Ventures LLC,Colville Ventures LLC,20101112: General Electric Company; Colville Ventures LLC
2010-10-12,20101205,Kenneth D. Moelis,Daniel L. Nir,"P&S Credit Management, L.P.",20101205: Kenneth D. Moelis; Daniel L. Nir
2010-10-04,20101171,GDF SUEZ S.A.,International Power plc,International Power plc,20101171: GDF SUEZ S.A.; International Power plc
2010-09-28,20101111,Intel Corporation,Colville Ventures LLC,Colville Ventures LLC,20101111: Intel Corporation; Colville Ventures LLC
2010-10-26,20110073,"Moelis Capital Partners Opportunity Fund I, LP",Holdco,Holdco,"20110073: Moelis Capital Partners Opportunity Fund I, LP; Holdco"
2010-10-21,20110045,"Lightyear Fund II, L.P.","Southwest Insurance Partners, Inc.","Southwest Insurance Partners, Inc.","20110045: Lightyear Fund II, L.P.; Southwest Insurance Partners, Inc."
2010-10-18,20101175,International Business Machines Corporation,"OpenPages, Inc.","OpenPages, Inc.","20101175: International Business Machines Corporation; OpenPages, Inc."
2010-10-26,20110034,Raytheon Company,"Trusted Computer Solutions, Inc.","Trusted Computer Solutions, Inc.","20110034: Raytheon Company; Trusted Computer Solutions, Inc."
2010-10-21,20110039,"Huntsman Gay Capital Partners Fund, L.P.",Citigroup Venture Capital International Growth PartnershipLP,"Receivable Management Services International, Inc.","20110039: Huntsman Gay Capital Partners Fund, L.P.; Citigroup Venture Capital International Growth PartnershipLP"
2010-10-15,20101064,Mark C. Simmons,Menu Food Income Fund,Menu Foods Limited,20101064: Mark C. Simmons; Menu Food Income Fund
2010-10-25,20110030,"EnCap Energy Infrastructure Fund, L.P.","Antero Resources, LLC","Antero Resources Midstream Corporation; Antero Resources, LLC; Centrahoma Processing LLC","20110030: EnCap Energy Infrastructure Fund, L.P.; Antero Resources, LLC"
2010-10-21,20110029,"Gryphon Partners III, L.P.",Andrew H. Stillman and Cassandra M. Stillman,"American Importing Company, Inc.; Broadway Properties Partnership","20110029: Gryphon Partners III, L.P.; Andrew H. Stillman and Cassandra M. Stillman"
2010-10-14,20110014,"Francisco Partners II (Cayman), L.P.",Technicolor S.A.,"Brazil GV Newco; Canopus Asia Co. Limited; Grass Valley Australia PTY Limited; Grass Valley Canada, Inc.; Grass Valley Germany GmbH; Grass Valley Nederland BV; Grass Valley Singapore PTE Ltd.; Grass Valley Spain SA; Thomson Canopus Co. Limited; Thomson Grass Valley France SA; Thomson Italia Srl; Thomson Licensing SAS; Thomson OOO; US GV Newco (to be formed)","20110014: Francisco Partners II (Cayman), L.P.; Technicolor S.A."
2010-11-03,20110038,"ACS Actividades de Construccion y Servicios, S.A.",HOCHTIEF Aktiengesellschaft,HOCHTIEF Aktiengesellschaft,"20110038: ACS Actividades de Construccion y Servicios, S.A.; HOCHTIEF Aktiengesellschaft"
2010-10-22,20110072,PBF Energy Company,Valero Energy Corporation,Valero Marketing and Supply Company; Valero Natural Gas Pipeline Company; Valero Refining and Marketing Company; Valero Refining Company - New Jersey,20110072: PBF Energy Company; Valero Energy Corporation
2010-10-21,20110027,"Ebix, Inc.","A.D.A.M., Inc.","A.D.A.M., Inc.","20110027: Ebix, Inc.; A.D.A.M., Inc."
2010-10-14,20110010,ACE Limited,"Rain and Hail Insurance Service, Inc.","Rain and Hail Insurance Service, Inc.","20110010: ACE Limited; Rain and Hail Insurance Service, Inc."
2010-11-02,20110089,ASSA ABLOY AB,Activldentity Corporation,Activldentity Corporation,20110089: ASSA ABLOY AB; Activldentity Corporation
2010-10-22,20110070,"Harbour Group Investments V, L.P.","2003 Riverside Capital Appreciation Fund, L.P.","Hardware Resources Holding Company, Inc.","20110070: Harbour Group Investments V, L.P.; 2003 Riverside Capital Appreciation Fund, L.P."
2010-10-21,20110026,"AMETEK, Inc.","Industrial Growth Partners III, L.P.",Atlas Material Holdings Corporation,"20110026: AMETEK, Inc.; Industrial Growth Partners III, L.P."
2010-10-14,20101133,"MedAssets, Inc.","Broadlane Holdings, LLC","Broadlane Intermediate Holdings, Inc.","20101133: MedAssets, Inc.; Broadlane Holdings, LLC"
2010-11-02,20110011,Focus Brands Holdings Inc.,Samuel R. Beiler,"Auntie Anne's Food, Inc.",20110011: Focus Brands Holdings Inc.; Samuel R. Beiler
2010-10-22,20110066,"MetroPCS Communications, Inc.","Youghigheny Communications - Northeast Holdings, Inc.","Youghigheny Communications-Northeast, LLC; Youghiogheny Communications Northeast Spectrum, LLC","20110066: MetroPCS Communications, Inc.; Youghigheny Communications - Northeast Holdings, Inc."
2010-10-19,20110033,"Greenbriar Equity Fund II, L.P.",Dynamex Inc.,Dynamex Inc.,"20110033: Greenbriar Equity Fund II, L.P.; Dynamex Inc."
2010-11-01,20110087,John B. Hess,Hess Corporation,Hess Corporation,20110087: John B. Hess; Hess Corporation
2010-10-22,20110061,"Co-Invest Hamlet Holdings, Series LLC",Hamlet Holdings LLC,"Harrah's Entertainment, Inc.","20110061: Co-Invest Hamlet Holdings, Series LLC; Hamlet Holdings LLC"
2010-10-19,20110024,Onex Partners III LP,"Res-Care, Inc.","Res-Care, Inc.","20110024: Onex Partners III LP; Res-Care, Inc."
2010-10-29,20110098,Northern Tier Investors LLC,Marathon Oil Corporation,Northern Tier Holdings LLC,20110098: Northern Tier Investors LLC; Marathon Oil Corporation
2010-10-22,20110060,"Apollo Investment Fund VI, L.P.",Hamlet Holdings LLC,"Harrah's Entertainment, Inc.","20110060: Apollo Investment Fund VI, L.P.; Hamlet Holdings LLC"
2010-10-19,20110023,"EarthLink, Inc.","ITC^DeltaCom, Inc.","ITC^DeltaCom, Inc.","20110023: EarthLink, Inc.; ITC^DeltaCom, Inc."
2010-10-29,20110097,United Technologies Corporation,Clipper Windpower Plc,Clipper Windpower Plc,20110097: United Technologies Corporation; Clipper Windpower Plc
2010-10-22,20110059,"Co-Invest Hamlet Holdings B, LLC",Hamlet Holdings LLC,"Harrah's Entertainment, Inc.","20110059: Co-Invest Hamlet Holdings B, LLC; Hamlet Holdings LLC"
2010-10-19,20110022,Elbit Systems Ltd.,"Mr. Ted B. Miller, Jr.",M7 Aerospace LP,"20110022: Elbit Systems Ltd.; Mr. Ted B. Miller, Jr."
2010-10-29,20110086,"CSG Systems International, Inc.",Intec Telecom Systems plc,Intec Telecom Systems plc,"20110086: CSG Systems International, Inc.; Intec Telecom Systems plc"
2010-10-22,20110058,"Apollo Hamlet Holdings, LLC",Hamlet Holdings LLC,"Harrah's Entertainment, Inc.","20110058: Apollo Hamlet Holdings, LLC; Hamlet Holdings LLC"
2010-10-19,20110021,TA XI L.P.,Dr. James and Cecelia Leiniger,"MedSolutions, Inc.",20110021: TA XI L.P.; Dr. James and Cecelia Leiniger
2010-11-03,20110095,"LS Power Equity Partners II, L.P.","Constellation Energy Group, Inc.",Safe Harbor Water Power Corporation,"20110095: LS Power Equity Partners II, L.P.; Constellation Energy Group, Inc."
2010-11-16,20110140,Essex Rental Corp.,Coast Crane Company,Coast Crane Company,20110140: Essex Rental Corp.; Coast Crane Company
2010-11-15,20110120,"Roark Capital Partners II, LP","North Castle Partners 2007, L.P.","Bora Bora Ltd.; NCP-ATK Holdings, Inc.","20110120: Roark Capital Partners II, LP; North Castle Partners 2007, L.P."
2010-11-03,20110094,"LS Power Equity Partners II, L.P.",PPL Corporation,"Newco, LLC; PPL Wallingford Energy, LLC; Safe Harbor Water Power Corporation","20110094: LS Power Equity Partners II, L.P.; PPL Corporation"
2010-11-22,20110170,"Liberty Dialysis Holdings, Inc.","Welsh, Carson, Anderson & Stowe X, L.P.","RA Group Holdings, Inc.","20110170: Liberty Dialysis Holdings, Inc.; Welsh, Carson, Anderson & Stowe X, L.P."
2010-11-16,20110139,2003 TIL Settlement,Pangea3 Inc.,Pangea3 Inc.,20110139: 2003 TIL Settlement; Pangea3 Inc.
2010-11-09,20110104,"Baker Brothers Life Sciences, L.P.",ViroPharma Incorporated,Viropharma Incorporated,"20110104: Baker Brothers Life Sciences, L.P.; ViroPharma Incorporated"
2010-11-03,20110067,"The Veritas Capital Fund IV, L.P.",Lockheed Martin Corporation,Lockheed Martin Corporation,"20110067: The Veritas Capital Fund IV, L.P.; Lockheed Martin Corporation"
2010-11-22,20110169,IESI-BFC Ltd.,"Fred Weber, Inc.","Crown Excel Disposal, LLC; FW Disposal South, LLC; FW Disposal, LLC; Weber Gas Energy, LLC","20110169: IESI-BFC Ltd.; Fred Weber, Inc."
2010-11-16,20110138,"Genesis Energy, L.P.",Valero Energy Corporation,"Valero CHOPS GP. L.L.C.; Valero CHOPS I, L.P.; Valero CHOPS II, L.P.","20110138: Genesis Energy, L.P.; Valero Energy Corporation"
2010-11-09,20110076,"St. Jude Medical, Inc.","AGA Medical Holdings, Inc.","AGA Medical Holdings, Inc.","20110076: St. Jude Medical, Inc.; AGA Medical Holdings, Inc."
